,ll_train,ll_test,re
80,"[[-173.45309382 -145.11453503 -143.04289012 -141.54996568 -140.48574162
  -139.77782367 -139.2499878  -138.85456227 -138.61933375 -138.32400629
  -138.14831911 -138.01024608 -137.83157542 -137.76096593 -137.65180294
  -137.68292925 -137.47328011 -137.46355828 -137.42616154 -137.39230858
     0.        ]]","[[-174.40009741 -145.59895655 -143.49915065 -141.98150666 -140.89981298
  -140.18054331 -139.64531644 -139.24550299 -139.00752898 -138.71066208
  -138.53384381 -138.39505314 -138.21596703 -138.14496295 -138.03552391
  -138.06650625 -137.85672076 -137.84684618 -137.80903348 -137.77511883
     0.        ]]",0.3355435502877065
