,ll_train,ll_test,re
25,"[[-168.15598815 -145.22777097 -145.00140084 -144.52122311 -144.04815439
  -143.53495308 -143.19196462 -142.8449961  -142.51026002 -142.19305954
  -142.01671524 -141.722042   -141.51412364 -141.37021806 -141.17207986
  -141.1167263  -140.97313581 -140.89969274 -140.88206637 -140.74457108
     0.        ]]","[[-169.18362713 -145.84580565 -145.57368903 -145.08434837 -144.60167892
  -144.07864808 -143.72679489 -143.3723008  -143.03110227 -142.70790275
  -142.5257575  -142.22538554 -142.01193291 -141.86291725 -141.65998528
  -141.60040577 -141.45275779 -141.37591497 -141.35520178 -141.21501397
     0.        ]]",0.45066975516444097
