,ll_train,ll_test,re
2,"[[-162.38167035 -156.98398412 -152.79121785 -150.36852774 -148.94044513
  -148.12424852 -147.63355684 -147.3648968  -147.20328638 -147.13848341
  -147.04104535 -147.00277708 -147.01642192 -147.03530559 -147.04034702
  -147.01362798 -147.0170792  -147.02832941 -147.08870117 -147.03382747
     0.        ]]","[[-163.47890907 -157.99359454 -153.72283702 -151.24128434 -149.76775122
  -148.91628708 -148.39814517 -148.10811207 -147.92987022 -147.8521053
  -147.74456268 -147.69842525 -147.7059384  -147.72005437 -147.7213841
  -147.69173955 -147.69294707 -147.70244842 -147.76142354 -147.70549419
     0.        ]]",0.7143166336826792
